1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
119.898993479771,119.97577894,121.379705317967,122.089097966489,122.127323276138,121.504040811927,120.931550728846,122.458280240352,121.409160939833,117.852462476289,118.299660425696,118.419996977504,118.65869722674,120.974295835803,120.050378009875,119.1584050294,118.759217398345,118.832023400634,119.795374715895,117.739073826438,117.062427525528,118.480277660248,117.432143542943,116.950812624578,118.395997094312,117.917235832496,117.739897832081,118.859935708668,119.081803996068,120.011769029852,116.905342282267,121.30497491002,115.923657066521,116.888640716745,114.207329793428,115.334279536538
119.97577894,119.815645407503,121.097485771891,121.971317122479,122.223292310145,121.742993591894,121.14556395512,122.444294543024,121.472404694655,117.915784121652,118.092102257669,118.064979184313,118.263764548178,120.670503271489,119.975148300568,119.240276077423,119.009157668504,119.196779404501,120.071441373006,117.909063576789,117.363715663927,118.843361753451,117.793541164229,117.213778195217,118.591972153127,117.940514711845,117.678611936283,118.580501554764,118.795220574744,119.648170161201,116.512732091986,121.01742059957,115.641385664911,116.666105190137,114.148158024004,115.440308180863
121.379705317967,121.097485771891,121.665442094269,121.936415197514,122.345497961407,122.179979885137,122.242057346782,123.078277170918,122.582620890114,119.471001473218,119.474846617682,119.075755731113,118.985751243089,120.685823950227,119.663103078925,118.959846350253,118.98924246361,119.760662596277,121.265284503611,119.42172600194,118.646620997176,119.762700102835,118.243536921756,117.229799704907,118.449800578606,117.610456739757,117.333452260241,118.393078166989,118.621897595265,119.867759512475,117.324593085213,121.054377554336,116.88927187925,118.055610386756,115.616086845151,116.967527164046
122.089097966489,121.971317122479,121.936415197514,121.185516832245,121.452573908168,121.45881588818,122.38781266764,123.008654091521,122.96865149699,120.367799870251,120.526160308502,119.931338426581,119.580806837289,120.308663446735,118.488595953381,117.57834232717,117.673968285209,119.000503953405,121.432640212029,120.123050247481,118.881864142759,119.451566874055,117.352836784054,115.95506577129,117.068211341497,116.268047737599,116.107968985233,117.713747691407,117.971418817147,119.833574298847,118.017674935501,120.679270928635,117.908231867732,119.140842563171,116.595586406478,117.780878640479
122.127323276138,122.223292310145,122.345497961407,121.452573908168,121.465489613742,121.314631069132,122.287226982721,123.144698857259,123.022125045809,120.40850738342,120.813517427956,120.373864567645,120.079152986141,120.772014764107,118.701111335568,117.606019346114,117.507446955511,118.71494815542,121.265869903453,120.061455219638,118.678678598709,119.177399426754,117.064584420121,115.768971693318,116.961484991434,116.358785030005,116.294093727807,118.147644097631,118.413950911429,120.340937410994,118.50175272286,121.125876779877,118.263334745056,119.437909598607,116.73261097518,117.767991814674
121.504040811927,121.742993591894,122.179979885137,121.45881588818,121.314631069132,120.962081312072,121.707172963988,122.841041126203,122.507757506994,119.73845126324,120.317840556465,120.076517176747,119.907628467454,120.835615724695,118.802126967557,117.623359697299,117.338088204061,118.256111736253,120.622160095823,119.359468460519,117.996569969054,118.590105582604,116.655691828234,115.582831835677,116.868642402034,116.425784459438,116.406026314138,118.288000602973,118.551180058864,120.350159782154,118.299963992232,121.173497267292,117.854111642746,118.948709538043,116.153008101763,117.09330513279
120.931550728846,121.14556395512,122.242057346782,122.38781266764,122.287226982721,121.707172963988,121.597322047167,123.072780157343,122.25182741745,118.993934210753,119.577351526301,119.61384863165,119.718997374308,121.51084796039,120.114886269928,119.06491091154,118.64655487023,118.972998296917,120.460059505898,118.743061081699,117.758527464252,118.859698965532,117.498342217844,116.840802684936,118.262507235619,117.851893374788,117.757862674639,119.229258301078,119.469252125656,120.73773837594,118.010830746352,121.838604109055,117.184411137465,118.182944023462,115.39106919677,116.402501261152
122.458280240352,122.444294543024,123.078277170918,123.008654091521,123.144698857259,122.841041126203,123.072780157343,124.117714827421,123.614907900494,120.585922253513,120.893698418372,120.632727658248,120.555504605855,122.030778118862,120.613690746641,119.688695474133,119.531809570384,120.263342220937,122.032579675003,120.389880135991,119.37856831607,120.341428716869,118.71150937906,117.736967593818,119.038427971164,118.395014136014,118.22999524876,119.64447225815,119.888955268487,121.325652955516,118.883866160941,122.381995585177,118.359635440548,119.484227714128,116.817569708542,117.990523983946
121.409160939833,121.472404694655,122.582620890114,122.96865149699,123.022125045809,122.507757506994,122.25182741745,123.614907900494,122.768956266799,119.435475538873,119.851364101833,119.831211926588,119.947147225213,121.925711312424,120.779842237756,119.854201688814,119.531582728204,119.853530888519,121.149567002383,119.275647118851,118.440913096583,119.671935908171,118.385586454998,117.713732815306,119.119804007386,118.589507439429,118.424213551236,119.692232668086,119.925175027673,121.068738454638,118.217641189443,122.263479905548,117.406770345352,118.437620205195,115.729025985633,116.867971564709
117.852462476289,117.915784121652,119.471001473218,120.367799870251,120.40850738342,119.73845126324,118.993934210753,120.585922253513,119.435475538873,115.769957503156,116.217964074652,116.416733538697,116.726125057921,119.214865959206,118.444105984024,117.595804910111,117.167925181746,117.100435236114,117.851814440077,115.697393298958,115.144501193507,116.655284564389,115.770639456701,115.411545558908,116.839166431961,116.395690300951,116.212399050454,117.207510648247,117.417773745393,118.20055742462,114.991693191645,119.538192562532,113.924423400781,114.828813104374,112.232336722159,113.331910997246
118.299660425696,118.092102257669,119.474846617682,120.526160308502,120.813517427956,120.317840556465,119.577351526301,120.893698418372,119.851364101833,116.217964074652,116.333911312186,116.34640835847,116.59817583918,119.16511469023,118.628185076716,117.953333378018,117.726205458652,117.819640806707,118.510208922973,116.261165050737,115.832359804593,117.391848149967,116.472747468058,115.97535216042,117.32808587933,116.677353412885,116.397174224227,117.164041312754,117.3683299498,118.090176579533,114.860491486346,119.50887563895,113.934589211834,114.921282169075,112.510976111557,113.81596502325
118.419996977504,118.064979184313,119.075755731113,119.931338426581,120.373864567645,120.076517176747,119.61384863165,120.632727658248,119.831211926588,116.416733538697,116.34640835847,116.110757496189,116.217689547277,118.520312563204,117.939276826554,117.349044460636,117.308011974368,117.701881035733,118.62029841818,116.48376553982,116.014604636711,117.429711685552,116.3179853157,115.59784971728,116.838020032236,116.040071763193,115.720867271779,116.455129934911,116.660626912639,117.510583190957,114.534038206827,118.878845659688,113.870117288223,114.940999840641,112.664235725135,114.046302451167
118.65869722674,118.263764548178,118.985751243089,119.580806837289,120.079152986141,119.907628467454,119.718997374308,120.555504605855,119.947147225213,116.726125057921,116.59817583918,116.217689547277,116.198793451746,118.200774524414,117.47694749499,116.897234663654,116.959206634055,117.589483430323,118.766007475496,116.771758973244,116.208094775817,117.465162736467,116.166549819729,115.274889444579,116.442978915028,115.577564034829,115.256896409991,116.057972779204,116.26842544845,117.280255870696,114.563886307891,118.566951777916,114.085791762079,115.204997800083,112.969424542029,114.358007844008
120.974295835803,120.670503271489,120.685823950227,120.308663446735,120.772014764107,120.835615724695,121.51084796039,122.030778118862,121.925711312424,119.214865959206,119.16511469023,118.520312563204,118.200774524414,119.18793905355,117.772981215481,117.047962901419,117.250819852556,118.500350026153,120.598711265981,119.092291976185,118.080768716137,118.827617739823,116.909774244558,115.562797545537,116.631736496952,115.705809824095,115.454697547475,116.720165590525,116.960730840302,118.600004371777,116.643210789365,119.568530886761,116.542456736188,117.779675552189,115.412604505557,116.720517925314
120.050378009875,119.975148300568,119.663103078925,118.488595953381,118.701111335568,118.802126967557,120.114886269928,120.613690746641,120.779842237756,118.444105984024,118.628185076716,117.939276826554,117.47694749499,117.772981215481,115.603764109851,114.63483456881,114.797651249088,116.387929832841,119.189269648952,118.133881177956,116.739731516318,117.043260810965,114.731560466032,113.17395518631,114.167418810488,113.381688057144,113.276600005933,115.08747391516,115.350999031023,117.45180322778,116.010863345262,118.141603491732,116.073149013196,117.29681414435,114.844275785299,115.91973646284
119.1584050294,119.240276077423,118.959846350253,117.57834232717,117.606019346114,117.623359697299,119.06491091154,119.688695474133,119.854201688814,117.595804910111,117.953333378018,117.349044460636,116.897234663654,117.047962901419,114.63483456881,113.509058221522,113.551110016865,115.135143619104,118.106940143735,117.200175899374,115.67827240975,115.854590046317,113.485354038194,111.956869063389,112.959454255884,112.33405911318,112.320902049986,114.347314830631,114.615622132049,116.801738689741,115.46255770189,117.401314430304,115.485453671488,116.654845882321,114.14649433669,115.075798313232
118.759217398345,119.009157668504,118.98924246361,117.673968285209,117.507446955511,117.338088204061,118.64655487023,119.531809570384,119.531582728204,117.167925181746,117.726205458652,117.308011974368,116.959206634055,117.250819852556,114.797651249088,113.551110016865,113.364679001862,114.722069542519,117.623852633016,116.715983559718,115.158018235722,115.367785480355,113.101043860422,111.754047187298,112.856455021209,112.439929617732,112.491961701642,114.605197949483,114.873083372033,116.985084714778,115.50285252303,117.586464306468,115.343462143648,116.437452260599,113.816860141133,114.628997847542
118.832023400634,119.196779404501,119.760662596277,119.000503953405,118.71494815542,118.256111736253,118.972998296917,120.263342220937,119.853530888519,117.100435236114,117.819640806707,117.701881035733,117.589483430323,118.500350026153,116.387929832841,115.135143619104,114.722069542519,115.495018329596,117.858098409293,116.675014616158,115.286815855984,115.819731522485,113.964521669943,113.039825073897,114.31918817596,114.037394996101,114.082830881695,116.027881943593,116.284717867417,118.047529620338,116.036099033072,118.819529630799,115.507876722013,116.505904878048,113.753676940462,114.538581221593
119.795374715895,120.071441373006,121.265284503611,121.432640212029,121.265869903453,120.622160095823,120.460059505898,122.032579675003,121.149567002383,117.851814440077,118.510208922973,118.62029841818,118.766007475496,120.598711265981,119.189269648952,118.106940143735,117.623852633016,117.858098409293,119.293909605383,117.581600842455,116.597422967015,117.709448946095,116.415523889549,115.840430489788,117.271778419989,116.932704673374,116.864430210195,118.353610626098,118.59081000593,119.824058856042,117.068601079643,120.918611489891,116.178399989383,117.132344359457,114.338942080464,115.284658931192
117.739073826438,117.909063576789,119.42172600194,120.123050247481,120.061455219638,119.359468460519,118.743061081699,120.389880135991,119.275647118851,115.697393298958,116.261165050737,116.48376553982,116.771758973244,119.092291976185,118.133881177956,117.200175899374,116.715983559718,116.675014616158,117.581600842455,115.550496963767,114.88290063914,116.290807570149,115.3363299148,114.969221181571,116.401714906407,116.034602447362,115.900921547233,117.046088731367,117.261776895858,118.148115675092,115.058638022418,119.408552295169,114.002272725905,114.889500876017,112.234943161025,113.240193109126
117.062427525528,117.363715663927,118.646620997176,118.881864142759,118.678678598709,117.996569969054,117.758527464252,119.37856831607,118.440913096583,115.144501193507,115.832359804593,116.014604636711,116.208094775817,118.080768716137,116.739731516318,115.67827240975,115.158018235722,115.286815855984,116.597422967015,114.88290063914,113.965843568505,115.092207726162,113.930775038774,113.468832896981,114.849165449389,114.583167217601,114.534751997952,115.950756958496,116.175339027084,117.306769820427,114.573727557987,118.386657480675,113.637906546137,114.509896250808,111.841349461712,112.696408813165
118.480277660248,118.843361753451,119.762700102835,119.451566874055,119.177399426754,118.590105582604,118.859698965532,120.341428716869,119.671935908171,116.655284564389,117.391848149967,117.429711685552,117.465162736467,118.827617739823,117.043260810965,115.854590046317,115.367785480355,115.819731522485,117.709448946095,116.290807570149,115.092207726162,115.890941677472,114.360067240873,113.66095695874,115.011986370993,114.751986231203,114.761190880892,116.496669305249,116.741355401033,118.226435627699,115.8588391244,119.140384827707,115.12185926002,116.06524215387,113.305588289469,114.118134741353
117.432143542943,117.793541164229,118.243536921756,117.352836784054,117.064584420121,116.655691828234,117.498342217844,118.71150937906,118.385586454998,115.770639456701,116.472747468058,116.3179853157,116.166549819729,116.909774244558,114.731560466032,113.485354038194,113.101043860422,113.964521669943,116.415523889549,115.3363299148,113.930775038774,114.360067240873,112.455753544476,111.492750468086,112.699367490105,112.435277720798,112.499337605808,114.460338543905,114.712952599603,116.517715050354,114.682389137954,117.223105208903,114.231856420007,115.204780103193,112.561584968404,113.291105975362
116.950812624578,117.213778195217,117.229799704907,115.95506577129,115.768971693318,115.582831835677,116.840802684936,117.736967593818,117.713732815306,115.411545558908,115.97535216042,115.59784971728,115.274889444579,115.562797545537,113.17395518631,111.956869063389,111.754047187298,113.039825073897,115.840430489788,114.969221181571,113.468832896981,113.66095695874,111.492750468086,110.221048676097,111.277080278962,110.910350743265,110.975148237751,113.020345998456,113.276994106874,115.308595257007,113.884330048653,115.885361291901,113.714888605636,114.743548060762,112.251110656765,112.991391848373
118.395997094312,118.591972153127,118.449800578606,117.068211341497,116.961484991434,116.868642402034,118.262507235619,119.038427971164,119.119804007386,116.839166431961,117.32808587933,116.838020032236,116.442978915028,116.631736496952,114.167418810488,112.959454255884,112.856455021209,114.31918817596,117.271778419989,116.401714906407,114.849165449389,115.011986370993,112.699367490105,111.277080278962,112.318619708096,111.845276603855,111.884247247976,113.977158755401,114.243695965651,116.393304287899,115.018154901855,116.970822361595,114.944011529714,116.052761445858,113.506913938284,114.335992973293
117.917235832496,117.940514711845,117.610456739757,116.268047737599,116.358785030005,116.425784459438,117.851893374788,118.395014136014,118.589507439429,116.395690300951,116.677353412885,116.040071763193,115.577564034829,115.705809824095,113.381688057144,112.33405911318,112.439929617732,114.037394996101,116.932704673374,116.034602447362,114.583167217601,114.751986231203,112.435277720798,110.910350743265,111.845276603855,111.17410463946,111.140117069714,113.06697384182,113.326467457136,115.463619811017,114.194778693545,116.056596313065,114.266873099002,115.414847854896,113.044600234297,113.971232416432
117.739897832081,117.678611936283,117.333452260241,116.107968985233,116.294093727807,116.406026314138,117.757862674639,118.22999524876,118.424213551236,116.212399050454,116.397174224227,115.720867271779,115.256896409991,115.454697547475,113.276600005933,112.320902049986,112.491961701642,114.082830881695,116.864430210195,115.900921547233,114.534751997952,114.761190880892,112.499337605808,110.975148237751,111.884247247976,111.140117069714,111.056565275709,112.850962979648,113.104664858536,115.177612858928,113.879198721061,115.810352035213,113.976189275981,115.134806696082,112.839526161725,113.82390874571
118.859935708668,118.580501554764,118.393078166989,117.713747691407,118.147644097631,118.288000602973,119.229258301078,119.64447225815,119.692232668086,117.207510648247,117.164041312754,116.455129934911,116.057972779204,116.720165590525,115.08747391516,114.347314830631,114.605197949483,116.027881943593,118.353610626098,117.046088731367,115.950756958496,116.496669305249,114.460338543905,113.020345998456,113.977158755401,113.06697384182,112.850962979648,114.20391207797,114.444659894877,116.249739222422,114.596781742709,117.096136798331,114.628550292422,115.839324358513,113.596547228214,114.806884256563
119.081803996068,118.795220574744,118.621897595265,117.971418817147,118.413950911429,118.551180058864,119.469252125656,119.888955268487,119.925175027673,117.417773745393,117.3683299498,116.660626912639,116.26842544845,116.960730840302,115.350999031023,114.615622132049,114.873083372033,116.284717867417,118.59081000593,117.261776895858,116.175339027084,116.741355401033,114.712952599603,113.276994106874,114.243695965651,113.326467457136,113.104664858536,114.444659894877,114.685348229184,116.478267535419,114.796822918661,117.33809496287,114.819802304767,116.036120229537,113.781940187127,115.006327332882
120.011769029852,119.648170161201,119.867759512475,119.833574298847,120.340937410994,120.350159782154,120.73773837594,121.325652955516,121.068738454638,118.20055742462,118.090176579533,117.510583190957,117.280255870696,118.600004371777,117.45180322778,116.801738689741,116.985084714778,118.047529620338,119.824058856042,118.148115675092,117.306769820427,118.226435627699,116.517715050354,115.308595257007,116.393304287899,115.463619811017,115.177612858928,116.249739222422,116.478267535419,117.8918710027,115.706577039193,118.97779993583,115.503861055327,116.705893033265,114.415515195032,115.765071447902
116.905342282267,116.512732091986,117.324593085213,118.017674935501,118.50175272286,118.299963992232,118.010830746352,118.883866160941,118.217641189443,114.991693191645,114.860491486346,114.534038206827,114.563886307891,116.643210789365,116.010863345262,115.46255770189,115.50285252303,116.036099033072,117.068601079643,115.058638022418,114.573727557987,115.8588391244,114.682389137954,113.884330048653,115.018154901855,114.194778693545,113.879198721061,114.596781742709,114.796822918661,115.706577039193,112.961185664857,116.999123854224,112.441331086043,113.504421873533,111.373737913114,112.718674187313
121.30497491002,121.01742059957,121.054377554336,120.679270928635,121.125876779877,121.173497267292,121.838604109055,122.381995585177,122.263479905548,119.538192562532,119.50887563895,118.878845659688,118.566951777916,119.568530886761,118.141603491732,117.401314430304,117.586464306468,118.819529630799,120.918611489891,119.408552295169,118.386657480675,119.140384827707,117.223105208903,115.885361291901,116.970822361595,116.056596313065,115.810352035213,117.096136798331,117.33809496287,118.97779993583,116.999123854224,119.947704778084,116.880381317704,118.118038254431,115.721995432748,117.027215073762
115.923657066521,115.641385664911,116.88927187925,117.908231867732,118.263334745056,117.854111642746,117.184411137466,118.359635440548,117.406770345352,113.924423400781,113.934589211834,113.870117288223,114.085791762079,116.542456736188,116.073149013196,115.485453671488,115.343462143648,115.507876722013,116.178399989383,114.002272725905,113.637906546137,115.12185926002,114.231856420007,113.714888605636,114.944011529714,114.266873099002,113.976189275981,114.628550292422,114.819802304767,115.503861055327,112.441331086043,116.880381317704,111.61485597188,112.576804361037,110.388368240751,111.671088414922
116.888640716745,116.666105190137,118.055610386756,119.140842563171,119.437909598607,118.948709538043,118.182944023462,119.484227714128,118.437620205195,114.828813104374,114.921282169075,114.940999840641,115.204997800083,117.779675552189,117.29681414435,116.654845882321,116.437452260599,116.505904878048,117.132344359457,114.889500876017,114.509896250808,116.06524215387,115.204780103193,114.743548060762,116.052761445858,115.414847854896,115.134806696082,115.839324358513,116.036120229537,116.705893033265,113.504421873533,118.118038254431,112.576804361037,113.531456525288,111.215817288079,112.498883070825
114.207329793428,114.148158024004,115.616086845151,116.595586406478,116.73261097518,116.153008101763,115.39106919677,116.817569708542,115.729025985633,112.232336722159,112.510976111557,112.664235725135,112.969424542029,115.412604505557,114.844275785299,114.14649433669,113.816860141133,113.753676940462,114.338942080464,112.234943161025,111.841349461712,113.305588289469,112.561584968404,112.251110656765,113.506913938284,113.044600234297,112.839526161725,113.596547228214,113.781940187127,114.415515195032,111.373737913114,115.721995432748,110.388368240751,111.215817288079,108.957138791461,110.035788446129
115.334279536538,115.440308180863,116.967527164046,117.780878640479,117.767991814674,117.09330513279,116.402501261152,117.990523983946,116.867971564709,113.331910997246,113.81596502325,114.046302451167,114.358007844008,116.720517925314,115.91973646284,115.075798313232,114.628997847542,114.538581221593,115.284658931192,113.240193109126,112.696408813165,114.118134741353,113.291105975362,112.991391848373,114.335992973293,113.971232416432,113.82390874571,114.806884256563,115.006327332882,115.765071447902,112.718674187313,117.027215073762,111.671088414922,112.498883070825,110.035788446129,111.014319650634
